国文研書誌ID,公開時期,オープンデータ分類,書名（統一書名）,刊・写,原本請求記号,刊年・書写年,（西暦）,冊数等,(単位),Pages per Scan,Aspect,TitleHiragana,TitleRomanji,NrImages,Estimate
200019625,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,192,False
200019626,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019627,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019628,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019629,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019631,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019632,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019633,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019634,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019635,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019636,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１１,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019638,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,150,False
200019639,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019640,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019641,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019642,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019643,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１２,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019645,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１３,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019646,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１３,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019648,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１３,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019649,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３１３,慶応３,1867,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,196,False
200019650,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１４,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019651,H29.12,政治・法制,御国分武鑑,刊,ＭＹ－１２０１－３１５,慶応４,1868,1,冊,2,Landscape,おくにわけぶかん,okuniwakebukan,28,False
200019652,H29.12,政治・法制,御国分武鑑,刊,ＭＹ－１２０１－３１６,慶応４,1868,1,冊,2,Landscape,おくにわけぶかん,okuniwakebukan,29,False
200019654,H29.12,政治・法制,懐宝御国分略武鑑,刊,ＭＹ－１２０１－３１８,慶応４,1868,1,冊,2,Landscape,かいほうおくにわけりゃくぶかん,kaihō okuniwake ryakubukan,24,False
200019661,H29.12,政治・法制,昇栄武鑑,刊,ＭＹ－１２０１－３２４,嘉永６,1853,1,冊,2,Landscape,しょうえいぶかん,shōeibukan,124,False
200019662,H29.12,政治・法制,昇栄武鑑,刊,ＭＹ－１２０１－３２５,安政３,1856,1,冊,2,Landscape,しょうえいぶかん,shōeibukan,125,False
200019666,H29.12,政治・法制,昇栄武鑑,刊,ＭＹ－１２０１－３２７,元治１,1864,1,冊,2,Landscape,しょうえいぶかん,shōeibukan,128,False
200019756,H29.12,政治・法制,慶応武鑑,刊,９６－５５４－１～４,慶応３,1867,4,冊,2,Portrait,けいおうぶかん,keiōbukan,551,False
